Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
SUMATERA UTARA,"Rumah sakit","RSU ADVENT","JL JEND GATOT SUBROTO KM 4"
SUMATERA UTARA,"Rumah sakit","RS ISLAM MALAHAYATI","PANGERAN DIPONEGORO NO 2-4"
SUMATERA UTARA,"Rumah sakit","RSU MITRA SEJATI","JEND AH NASUTION NO 7"
SUMATERA UTARA,"Rumah sakit","RSU DELIMA","JALAN YOS SUDARSO KM 13.6 NO.1"
SUMATERA UTARA,"Rumah sakit","RS SARI MUTIARA","KAPT MUSLIM NO 79"
SUMATERA UTARA,"Rumah sakit","RSU MITRA MEDIKA","KL YOS SUDARSO KM 7.5"
SUMATERA UTARA,"Rumah sakit","RSU PROF DR BOLONI","W. MONGONSIDI NO 11"
SUMATERA UTARA,"Rumah sakit","RSU BAHAGIA","BAHAGIA NO 85"
SUMATERA UTARA,"Rumah sakit","RSU BANDUNG","MISTAR NO 39-43"
SUMATERA UTARA,"Rumah sakit","RSU MAYA SARI","MARELAN RAYA NO 187"
SUMATERA UTARA,"Rumah sakit","RSU WULAN WINDI","MARELAN RAYA NO 17"
SUMATERA UTARA,"Rumah sakit","RS KHUSUS BEDAH ACCUPLAST","SEI BAHBOLON NO 40-42"
SUMATERA UTARA,"Rumah sakit","RSU IMELDA PEKERJA INDONESIA","JLN BILAL NO.24 MEDAN PULO BRA"
SUMATERA UTARA,"Rumah sakit","RSU SUFINA AZIZ","JL. KARYA BARU NO 1"
SUMATERA UTARA,"Rumah sakit","RS IBNU SALEH","HM JONI NO 64"
SUMATERA UTARA,"Rumah sakit","RS IBNU SALEH","HM JONI NO 64"
SUMATERA UTARA,"Rumah sakit","RSU VINA ESTETICA (tdk aktif)","SULTAN ISKANDAR MUDA NO 119"
SUMATERA UTARA,"Rumah sakit","RSU SUNDARI","PINANG BARIS NO 31"
SUMATERA UTARA,"Rumah sakit","RS BADRUL AINI (IGD)","BROMO GG SUKRI NO 18"
SUMATERA UTARA,"Rumah sakit","RS MURNI TEGUH (IGD)","JAWA NO 2 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS MUHAMMADIYAH (IGD)","MANDALA BY PASS NO 27"
SUMATERA UTARA,"Rumah sakit","RS HARAPAN IBU (IGD)","DANAU SINGKARAK NO 13 A"
SUMATERA UTARA,"Rumah sakit","RSIA STELLA MARIS (C19)","SAMANHUDI NO 20"
SUMATERA UTARA,"Rumah sakit","RS HERNA (IGD)","MOJOPAHIT NO 118 A"
SUMATERA UTARA,"Rumah sakit","RS SANTA ELISABETH (IGD)","H. MISBAH NO 7"
SUMATERA UTARA,"Rumah sakit","RSIA SRI RATU (IGD)","NIBUNG RAYA NO 204/212"
SUMATERA UTARA,"Rumah sakit","RS BUNDA THAMRIN (IGD)","SEI BATANG HARI NO 28-30"
SUMATERA UTARA,"Rumah sakit","RS PERMATA BUNDA (IGD)","SISINGAMANGARAJA NO 7"
SUMATERA UTARA,"Rumah sakit","RS COLUMBIA ASIA (C19)","LISTRIK NO 2A"
SUMATERA UTARA,"Rumah sakit","RSU MARTONDI (IGD)","LETDA SUJONO NO 80"
SUMATERA UTARA,"Rumah sakit","RS AL-UMMAH (IGD)","ASMAILIYAH NO 2"
SUMATERA UTARA,"Rumah sakit","RS ROYAL PRIMA (IGD)","AYAHANDA NO 68 A"
SUMATERA UTARA,"Rumah sakit","RSU RIDOS (IGD)","MENTENG VII NO 62"
SUMATERA UTARA,"Rumah sakit","RSU MURNI TEGUH","JAWA NO 2 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU SARAH (IGD)","JL. BAJA RAYA NO 10 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS METHODIST (IGD)","M.H. THAMRIN NO 105"
SUMATERA UTARA,"Rumah sakit","RS BAKTI (IGD)","JL HM JONI NO 64"
SUMATERA UTARA,"Rumah sakit","RSU FAJAR (UGD)","JL CEMPAKA NO 35"
SUMATERA UTARA,"Rumah sakit","RS PERMATA BUNDA (COB)","SISINGAMANGARAJA NO 7"
SUMATERA UTARA,"Rumah sakit","RSU MATERNA (UGD)","JL. TEUKU UMAR NO 11"
SUMATERA UTARA,"Rumah sakit","RS PERMATA BUNDA","SISINGAMANGARAJA NO.7"
SUMATERA UTARA,"Rumah sakit","RS BUNDA THAMRIN","SEI BATANG HARI NO.28-30-32-34"
SUMATERA UTARA,"Rumah sakit","RS ROYAL PRIMA MEDAN","JL. AYAHANDA NO.68 A MEDAN"
SUMATERA UTARA,"Rumah sakit","RS MARTHA FRISKA MULTATULI","JL. MULTATULI NO.1 MEDAN"
SUMATERA UTARA,"Rumah sakit","SUMATERA EYE HOSPITAL","JL.ISKANDAR MUDA NO.278 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU WAHYU (UGD)","JL. PADANG NO 25"
SUMATERA UTARA,"Rumah sakit","RS COLUMBIA ASIA (COB)","Jl.Listrik No.2 A"
SUMATERA UTARA,"Rumah sakit","RS SANTA ELISABETH","JL.HAJI MISBAH NO.07 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU MADANI","JL.A.R.HAKIM NO.168 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS UNIVERSITAS SUMATERA UTARA","JL.DR.T.MANSYUR NO.66 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS Mata M77","JL.SEI MENCIRIM NO.77 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU DELI MEDAN (UGD)","Jl. Merbabu No.18-20 A Medan"
SUMATERA UTARA,"Rumah sakit","RSU Herna","JALAN MOJOPAHIT NO 118 A MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU Herna (tdk aktif)","Jalan Mojopahit No 118 A"
SUMATERA UTARA,"Rumah sakit","RSU Muhammadiyah","JALAN MANDALA BY PASS NO. 27"
SUMATERA UTARA,"Rumah sakit","RS KHUSUS GINJAL RASYIDA","JL. D. I. PANJAITAN NO. 144, M"
SUMATERA UTARA,"Rumah sakit","RS METHODIST","Jl. M. H Thamrin No. 105"
SUMATERA UTARA,"Rumah sakit","RS METHODIST","JL. M.H. THAMRIN NO. 105"
SUMATERA UTARA,"Rumah sakit","RSJ BINA KARSA","JL. PALES III NO. 19, SIMPANG "
SUMATERA UTARA,"Rumah sakit","RSU MITRA MEDIKA AMPLAS","JL. SISINGAMANGARAJA NO. 11"
SUMATERA UTARA,"Rumah sakit","RSU HERMINA MEDAN","JL. ASRAMA/AMPERA"
SUMATERA UTARA,"Rumah sakit","RSU ABDUL MALIK","JL.IMAM BONJOL NO 50"
SUMATERA UTARA,"Rumah sakit","RSU ABDUL MALIK","JL.IMAM BONJOL NO 50"
SUMATERA UTARA,"Rumah sakit","RSU BAHAGIA","JL. BAHAGIA NO. 85 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU BAHAGIA","JL. BAHAGIA NO. 85 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU BAHAGIA","JL. BAHAGIA NO. 85 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS HERMINA (IGD)","Jl. ASRAMA/AMPERA"
SUMATERA UTARA,"Rumah sakit","RS MARTHA FRISKA MULTATULI","JL. MULTATULI NO. 1"
SUMATERA UTARA,"Rumah sakit","RS SARI MUTIARA (IGD)","JL. KAPTEN MUSLIM NO. 79"
SUMATERA UTARA,"Rumah sakit","RS SILOAM MEDAN (C19)","Jl. Imam Bonjol No.6"
SUMATERA UTARA,"Rumah sakit","RSIA STELLA MARIS (IGD)","Jl. Samanhudi No.20"
SUMATERA UTARA,"Rumah sakit","RS ROYAL PRIMA MARELAN","JL. MARELAN PASAR 3 NOMOR 187"
SUMATERA UTARA,"Rumah sakit","RSIA ARTHA MAHINRUS","Jl. PASAR 3 NO. 151"
SUMATERA UTARA,"Rumah sakit","RSU Eshmun","JALAN MARELAN RAYA NO. 173A"
SUMATERA UTARA,"Rumah sakit","UPT RS KHUSUS PARU","JL. ASRAMA NO. 18"
SUMATERA UTARA,"Rumah sakit","RSU BHAKTI MEDAN (C19)","JL. HM JONI NO.64"
SUMATERA UTARA,"Rumah sakit","RSU TERE MARGARETH","JL. RINGROAD NO 11 - 16 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS PTP BANGKATAN BINJAI","update manual by TSI"
SUMATERA UTARA,"Rumah sakit","RSU LATERSIA BINJAI","JL. SOEKARNO-HATTA NO.451"
SUMATERA UTARA,"Rumah sakit","RSU Bidadari Binjai","JL. PERINTIS KEMERDEKAAN NO.17"
SUMATERA UTARA,"Rumah sakit","RS Rem 023 Binjai","Jl. Ismail No. 15 Binjai"
SUMATERA UTARA,"Rumah sakit","RUMKIT TK IV 01.07.02 BINJAI","JALAN BANDUNG NO 4"
SUMATERA UTARA,"Rumah sakit","RS BANGKATAN","SULTAN HASANUDDIN NO 40"
SUMATERA UTARA,"Rumah sakit","RSIA SYLVANI (IGD)","PERINTIS KEMERDEKAAN NO 21"
SUMATERA UTARA,"Rumah sakit","RS ARTHA MEDICA (UGD)","JL SAMANHUDI NO 22"
SUMATERA UTARA,"Rumah sakit","RS AL-Fuadi","AHMAD YANI NO. 23"
SUMATERA UTARA,"Rumah sakit","RS SYLVANI","JL. PERINTIS KEMERDEKAAN NO.21"
SUMATERA UTARA,"Rumah sakit","RS ARTHA MEDICA","SAMANHUDI NO. 22"
SUMATERA UTARA,"Rumah sakit","RSU LATERSIA BINJAI","Jl.Soekarno-Hatta KM 18 No.451"
SUMATERA UTARA,"Rumah sakit","RSU AL FUADI (NON AKTIF)","JL. JEND AHMAD YANI NO.23"
SUMATERA UTARA,"Rumah sakit","RSU AL FUADI (NON AKTIF)","JL. JEND AHMAD YANI NO.23"
SUMATERA UTARA,"Rumah sakit","RS LATERSIA (IGD)","JL. SOEKARNO-HATTA NO. 451"
SUMATERA UTARA,"Rumah sakit","RSU OG HOSPITAL (C19)","JL. OLAHRAGA NO. 1"
SUMATERA UTARA,"Rumah sakit","RUMAH SAKIT UMUM RATU MAS","JL. TENGKU AMIR HAMZAH NO.281, JATI MAKMUR, KEC. BINJAI UTARA, KOTA BINJAI, SUMATERA UTARA"
SUMATERA UTARA,"Rumah sakit","RSU ADAM MALIK","JL BUNGA LAU NO.17"
SUMATERA UTARA,"Rumah sakit","DR PIRNGADI MEDAN","JL. PROF H. M. YAMIN SH NO.47 "
SUMATERA UTARA,"Rumah sakit","ABDUL MALIK MEDAN","JL. IMAM BONJOL NO. 50 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS. HAJI MEDAN","JL.WILLIEM ISKANDAR MEDAN"
SUMATERA UTARA,"Rumah sakit","RSI.MALAHAYATI","JL. PANGERAN DIPONEGORO NO.2-4"
SUMATERA UTARA,"Rumah sakit","RS.MEDAN BARU MEDICAL CENTER","JL.ABDULLAH LUBIS NO. 67"
SUMATERA UTARA,"Rumah sakit","RUMKIT TK.II PUTRI HIJAU","JL.PUTRI HIJAU MEDAN NO17"
SUMATERA UTARA,"Rumah sakit","RS BHAYANGKARA MEDAN","JL.KH.WAHID HASYIM NO.1 MEDAN"
SUMATERA UTARA,"Rumah sakit","RS. JIWA PROF. M. ILDREM","JL. TALI AIR NO.21KELURAHAN M"
SUMATERA UTARA,"Rumah sakit","RSU SARI MUTIARA MEDAN","JL. KAPTEN MUSLIM NO.79 MEDAN"
SUMATERA UTARA,"Rumah sakit","RSU. MARTHA FRISKA","JL.K.L. YOS.SUDARSO KM.6 NO.91"
SUMATERA UTARA,"Rumah sakit","RS.AL. BELAWAN","JL.BENGKALIS I BELAWAN"
SUMATERA UTARA,"Rumah sakit","RSU. SUNDARI","JL.PINANG BARIS NO.31"
SUMATERA UTARA,"Rumah sakit","KLINIK LABORATORIUM THAMRIN","JL THAMRIN MEDAN"
SUMATERA UTARA,"Rumah sakit","UPT RS KHUSUS MATA","JL KAPTEN SUMARSONO NO. 1 MEDA"
SUMATERA UTARA,"Rumah sakit","RSUD.DR.RM.DJOELHam  binjai","JL.SULTAN HASANUDDIN NO.9"
SUMATERA UTARA,"Rumah sakit","DISKENSYAH POL.01.08","BINJAI"
SUMATERA UTARA,"Rumah sakit","RSUD.TANJUNGPURA","JL.CHAIRIL ANWAR NO.11 TJ.PURA"
SUMATERA UTARA,"Rumah sakit","RS INSANI II BRAHRANG","LANGKAT"
SUMATERA UTARA,"Rumah sakit","RS PT PERTAMINA P BERANDAN","JL WAHIDIN NO. 1 PANGKALAN  BR"
SUMATERA UTARA,"Rumah sakit","RSUD DRS H AMRI TAMBUNAN","JL.THAMRIN NO.1 LUBUK PAKAM"
SUMATERA UTARA,"Rumah sakit","RSU.SARI MUTIARA L.PAKAM","JL.RAYA MEDAN NO.17 LBK.PAKAM"
SUMATERA UTARA,"Rumah sakit","RSUD dr Djasamen Saragih","JL. SUTOMO N0. 130"
SUMATERA UTARA,"Rumah sakit","Rumkit Tentara TK IV 01.07.01","JLN.GUNUNG SIMANUK-MANUK NO 6 "
SUMATERA UTARA,"Rumah sakit","RS.VITA INSANI P.SIANTAR (IGD)","JLN.MERDEKA P.SIANTAR"
SUMATERA UTARA,"Rumah sakit","RS.TIARA P.SIANTAR (IGD)","JLN.MENAMBIN P.SIANTAR"
SUMATERA UTARA,"Rumah sakit","RS.HARAPAN P.SIANTAR (IGD)","JLN.LAP.BOLA ATAS NO.21.P.S"
SUMATERA UTARA,"Rumah sakit","RS.HORAS INSANI (IGD)","JL.MEDAN"
SUMATERA UTARA,"Rumah sakit","RS.MINA PADI (IGD)","JL.MEDAN"
SUMATERA UTARA,"Rumah sakit","RS.SUAKA INSAN PSIANTAR (IGD)","JL.SERAM ATAS NO.5B P.SIANTAR"
SUMATERA UTARA,"Rumah sakit","RSUD Dr H KUMPULAN PANE","JL.DR.KUMPULAN PANE NO. 226 TT"
SUMATERA UTARA,"Rumah sakit","RS.PAMELA","JL. JEND.SUDIRMAN"
SUMATERA UTARA,"Rumah sakit","RSU. HERNA TEBING TINGGI","JL.BALAI KOTA NO.2 T.TINGGI"
SUMATERA UTARA,"Rumah sakit","RSU.IBUNDA","JL.PROF.DR.HAMKA"
SUMATERA UTARA,"Rumah sakit","RSUD PARAPAT","JL.RUMAH SAKIT UMUM"
SUMATERA UTARA,"Rumah sakit","RS.GKPS BETHESDA S.DOLOK","JLN.KESEHATAN NO.106"
SUMATERA UTARA,"Rumah sakit","Rumah Sakit Balimbingan PTP IV","JL. TANAH JAWA"
SUMATERA UTARA,"Rumah sakit","RSU KABANJAHE","JL.SELAMAT KETAREN"
SUMATERA UTARA,"Rumah sakit","RSU ESTER KABANJAHE","JL. VETERAN NO. 21 KABANJAHE"
SUMATERA UTARA,"Rumah sakit","RSU FLORA KABANJAHE","KABANJAHE"
SUMATERA UTARA,"Rumah sakit","KLINIK S.BEDAH GITA","JL.KAPT.SELAMAT KETAREN"
SUMATERA UTARA,"Rumah sakit","KLINIK ELOVANI","JL VETERAN KABANJAHE"
SUMATERA UTARA,"Rumah sakit","RSUD SIDIKALANG","RUMAH SAKIT SIDIKALANG"
SUMATERA UTARA,"Rumah sakit","RSUD. DR FL. TOBING SIBOLGA","JL. DR. FL. TOBING NO.35"
SUMATERA UTARA,"Rumah sakit","RSUD TARUTUNG","JL. AGUS SALIM NO 1 TARUTUNG"
SUMATERA UTARA,"Rumah sakit","RSUD DOLOKSANGGUL","JL. DR. FERDINAND LUMBAN TOBIN"
SUMATERA UTARA,"Rumah sakit","RSUD TAPANULI SELATAN","JL. RUMAH SAKIT NO 1"
SUMATERA UTARA,"Rumah sakit","RSUD GUNUNG TUA","JL. RAYA GUNUNG TUA-BINANGA"
SUMATERA UTARA,"Rumah sakit","RS. PANDAN","JL.PANDAN"
SUMATERA UTARA,"Rumah sakit","RSUD DR TENGKU MANSYUR","JLN. MAYJEND SUTOYO NO. 39"
SUMATERA UTARA,"Rumah sakit","RSUD H ABDUL MANAN SIMATUPANG","JALAN SISINGAMANGARAJA NO. 310"
SUMATERA UTARA,"Rumah sakit","RSU IBU KARTINI","SECH SILAU LINGKUNGAN V"
SUMATERA UTARA,"Rumah sakit","RSU.H.DJAMALUDDIN","JL. A.YANI KISARAN"
SUMATERA UTARA,"Rumah sakit","KLINIK  RIZKY","KEC.AEK LOBA PEKAN LK.III"
SUMATERA UTARA,"Rumah sakit","RSUD RANTAUPRAPAT","JLN. K.H. DEWANTARA NO. 129"
SUMATERA UTARA,"Rumah sakit","UPTD RSUD dr. M. THOMSEN NIAS","JL. DR CIPTOMANGUNKUSUMO NO 15"
SUMATERA UTARA,"Rumah sakit","RSUd.PORSEA","JALAN RAJA SIPAKKO NAPITUPULU "
SUMATERA UTARA,"Rumah sakit","RSUD dr. Hadrianus Sinaga","JL.DR.HADRIANUS SINAGA"
SUMATERA UTARA,"Rumah sakit","RSU.HKBP BALIGE","JL.GEREJA NO.17 BALIGE"
SUMATERA UTARA,"Rumah sakit","RSU AIDA LAGUBOTI",""
SUMATERA UTARA,"Rumah sakit","RSUD.SULTAN SULAIMAN","JL NEGARA KM 85 NO 315"
SUMATERA UTARA,"Rumah sakit","RSU SAWIT INDAH PERBAUNGAN","Mayjen HT Rizal Nurdin No.10"
SUMATERA UTARA,"Rumah sakit","RS MELATI","DELI NO. 105-115"
SUMATERA UTARA,"Rumah sakit","RSU TRIANDA","MEDAN TEBING TINGGI KM 42.5 NO"
SUMATERA UTARA,"Rumah sakit","RS PABATU","DESA KEDAI DAMAR PABATU"
SUMATERA UTARA,"Rumah sakit","RSUD PANYABUNGAN","JL. MERDEKA NO. 40"
SUMATERA UTARA,"Rumah sakit","RS KHUSUS IBU & ANAK","JL. MERDEKA NO. 155"
SUMATERA UTARA,"Rumah sakit","RSUD PADANGSIDIMPUAN","JL. DR. FL. TOBING NO 10"
SUMATERA UTARA,"Rumah sakit","RS TK IV 01.07.03 ","JL. MERDEKA LOSUNG BATU NO. 1"
SUMATERA UTARA,"Rumah sakit","RSU. INANTA","PADANGSIDIMPUAN"
SUMATERA UTARA,"Rumah sakit","RSUD SALAK","JALAN RAJA DAVID"
SUMATERA UTARA,"Rumah sakit","RSUD LUKAS HILISIMAETANO","JL. RUMAH SAKIT NO.1"
SUMATERA UTARA,"Rumah sakit","RS. LUKAS HILISIMAETANO","JL. RUMAH SAKIT NO.1"
SUMATERA UTARA,"Rumah sakit","RSU STELLA MARIS","JL. MGR ALBERTUS SOEGIJAPRANAT"
SUMATERA UTARA,"Rumah sakit","RSU DOLOK SANGGUL","DOLOK SANGGUL"
SUMATERA UTARA,"Rumah sakit","RS INANTA (IGD)","Sisingamangaraja"
SUMATERA UTARA,"Rumah sakit","RSU INANTA","JL. SISINGAMANGARAJA NO. 85/87"
SUMATERA UTARA,"Rumah sakit","RS METTA MEDIKA P. SIDIMPUAN","JL. SISINGAMANGARAJA"
SUMATERA UTARA,"Rumah sakit","RSUD BATU BARA","DATUK KUBAH"
SUMATERA UTARA,"Rumah sakit","RSU LASMI KARTIKA","PANCASILA DUSUN X"
SUMATERA UTARA,"Rumah sakit","RS SAPTA MEDIKA","JALAN DATUK UMAR PELANGKI DESA TANAH MERAH, INDRAPURA"
SUMATERA UTARA,"Rumah sakit","RSU BERKAH (IGD)","Jl. G. Tua-Langga Payung KM 1"
SUMATERA UTARA,"Rumah sakit","RS PERMATA MADINA SIBUHUAN","KI HAJAR DEWANTARA"
SUMATERA UTARA,"Rumah sakit","RSU BETHESDA","JL. DIPONEGORO NO. 375"
SUMATERA UTARA,"Rumah sakit","RS YAKKUM NIAS","JL. DOLOK MARTIMBANG DESA BOYO"
SUMATERA UTARA,"Rumah sakit","RSUD GUNUNG SITOLI","Jl. Dr. Ciptomangunkusumo 15"
SUMATERA UTARA,"Rumah sakit","RSUD AEK KANOPAN","Jl. Lintas Sumatera"
SUMATERA UTARA,"Rumah sakit","RS PTPN III MAMBANG MUDA","Membang Muda"
SUMATERA UTARA,"Rumah sakit","RSU AYAH BUNDA","Jl. Lintas Sumatera"
SUMATERA UTARA,"Rumah sakit","RSU Avicenna (UGD)","Jl. Lintas Sumatera"
SUMATERA UTARA,"Rumah sakit","RSU TIGA BERSAUDARA","JL.SIMONIS DUSUN I-A"
SUMATERA UTARA,"Rumah sakit","RSU AVICENNA","Lintas Sumatera Sp. Siranggong"
SUMATERA UTARA,"Rumah sakit","RSUD KOTA PINANG","ISTANA NO.26"
SUMATERA UTARA,"Rumah sakit","RSU NUR'AINI","JL. LINTAS SUMATERA"
SUMATERA UTARA,"Rumah sakit","RSU SRI TORGAMBA","Lintas Sumatera-Riau"
SUMATERA UTARA,"Rumah sakit","RSU SRI TORGAMBA","JLN. LINTAS SUMATERA - RIAU KM"
SUMATERA UTARA,"Rumah sakit","RSUD DELI SERDANG salah","Jl. Thamrin Kec.Lubuk Pakam"
SUMATERA UTARA,"Rumah sakit","RS Colombia  Asia Medan","Jl Listrik No 2A, Petisah Tengah"
SUMATERA UTARA,"Rumah sakit","Dr.Abdul malik lanud soewondo","jl.Imam Bonjol no 50"
SUMATERA UTARA,"Rumah sakit","Dr.Abdul malik lanud soewondo","jl.Imam bonjol no 50"
SUMATERA UTARA,"Rumah sakit","UPTD RSUD Gunungsitoli","Jl Dr Cipto Mangunkusumo Nomor 15 Kelurahan pasar Gunungsitoli Kota Gunungsitoli Sumatera Utara"
SUMATERA UTARA,"Rumah sakit","RS Siloam Dhirga Surya","Jl Imam Bonjol No 6"
SUMATERA UTARA,"Rumah sakit","Rumah Sakit Deli","Jl Merbabu No 18"
SUMATERA UTARA,"Rumah sakit","RSU Sufina Azis","Jl Karya Baru 1"
SUMATERA UTARA,"Rumah sakit","Rumah Sakit Umum Herna","Jl Mojopahit No 118 A"
SUMATERA UTARA,"Rumah sakit","RSU Eshmun","Jl Marelan Raya Lingkungan III No 173 A"
SUMATERA UTARA,"Rumah sakit","Rumah Sakit Umum Sarah","Jl Baja Raya No 10"
SUMATERA UTARA,"Rumah sakit","RSU BINA KASIH","JL TB SIMATUPANG NO 143"
SUMATERA UTARA,"Rumah sakit","RSU TERE MARGARETH ","JL RING ROAD NO 200"
SUMATERA UTARA,"Rumah sakit","RSIA ROSIVA ","JL BANGKA NO 15"
SUMATERA UTARA,"Rumah sakit","RSU Boloni","Jl Mongonsidi No 11"
SUMATERA UTARA,"Rumah sakit","RS TNI AL RUMKITAL KOMANG MAKES","JL BENGKALIS NO 1"
SUMATERA UTARA,"Rumah sakit","RSU COLUMBIA ASIA ","JL LISTRIK NO 2A"
SUMATERA UTARA,"Rumah sakit","RSIA Stela Maris","Jl Samanhudi No 20"
SUMATERA UTARA,"Rumah sakit","RSU Royal Prima Marelan","marelan raya pasar 3 no 187 kelurahan rengas pulau"
SUMATERA UTARA,"Rumah sakit","RSU Pancur Batu","Jalan Jamin Ginting KM 17 DS Tengah Kecamatan Pancur Batu"
SUMATERA UTARA,"Rumah sakit","RSU Bunda Thamrin","Sei Batang Hari No 28"
SUMATERA UTARA,"Rumah sakit","RUMAH SAKIT UMUM DAERAH TARUTUNG","JL AGUS SALIM NO 1"
SUMATERA UTARA,"Rumah sakit","RSK LAU SIMOMO","JLDESA LAU SIMOMO"
SUMATERA UTARA,"Rumah sakit","RSU Methodist Susanna Wesley","Jln Setia Budi Pasar II Padang Bulan Selayang II Tanjung Sari Medan"
SUMATERA UTARA,"Rumah sakit","RSU Bhakti","Jln HM Joni No 64 Teladan Timur MEDAN"
SUMATERA UTARA,"Rumah sakit","RSIA Artha Mahinrus","JL PASAR III NO 151"
SUMATERA UTARA,"Rumah sakit","RS Malahayati","Jln Diponegoro No 2-4 Petisah Tengah MEDAN"
SUMATERA UTARA,"Rumah sakit","RSIAMAHARANI","sultanserdang"
SUMATERA UTARA,"Rumah sakit","RSU MITRA SEHAT","jalan sei merah desa dagang kerawang tanjung morawa"
SUMATERA UTARA,"Rumah sakit","RS Umum Dr GL Tobing","medan tanjung morawa km 15,5"
SUMATERA UTARA,"Rumah sakit","OG HOSPITAL","JALAN OLAHRAGA NOMOR 1, KELURAHAN TIMBANG LANGKAT"
SUMATERA UTARA,"Rumah sakit","RSU HAJI MEDAN","JL Rumah Sakit H No 27 Kenangan Baru Kecamatan Percut Sei tuan, Kabupaten Deli Serdang Sumut"
SUMATERA UTARA,"Rumah sakit","RS Siloam Dhirga Surya VGR","Jalan Imam Bonjol nomor 6"
SUMATERA UTARA,"Rumah sakit","RSU RASKITA","RSU RASKITA"
SUMATERA UTARA,"Rumah sakit","RSU RATU MAS","RSU RATU MAS"
SUMATERA UTARA,"Rumah sakit","RS PT Pertamina Pkl Brandan VGR","RS PT Pertamina Pkl Brandan VGR"
SUMATERA UTARA,"Rumah sakit","RSU Hermina Medan VGR","RSU Hermina Medan VGR"
SUMATERA UTARA,"Rumah sakit","RSU SRI TORGAMBA  GOTONG ROYONG","RSU SRI TORGAMBA  GOTONG ROYONG"
SUMATERA UTARA,"Rumah sakit","RSU MARTHA FRISKA Multatuli","Jl Multatuli Komplek Taman Multatuli Indah No 1 "
SUMATERA UTARA,"Rumah sakit","RS MURNI TEGUH VGR","JL JAWA NO 2 GANG BUNTU KOTA MEDAN 20231"
SUMATERA UTARA,"Rumah sakit","RS Royal Maternity","Jl Sei Mencirim No 55-57 Kelurahan Babura"
SUMATERA UTARA,"Rumah sakit","RS MITRA MEDIKA PREMIERE","JL LETJEN S PARMAN No 236 KEL PETISAH TENGAH "
SUMATERA BARAT,"Rumah sakit","RSUD MENTAWAI","JL. RAYA TUAPEJAT KM 9"
SUMATERA BARAT,"Rumah sakit","RSU BKM (IGD)","Jln Jend Sudirman"
SUMATERA BARAT,"Rumah sakit","Puskesmas Rumah Sakit Bersalin","jl Rawang Painan"
SUMATERA BARAT,"Rumah sakit","gncv","Jalan Rawang Painan"
SUMATERA BARAT,"Rumah sakit","RS BERSALIN PERMATA HATI","Jalan Rawang Painan"
SUMATERA BARAT,"Rumah sakit","RSB Permata Hati (IGD)","Jl Rawang Painan"
SUMATERA BARAT,"Rumah sakit","Rumah Sakit BKM Painan","JALAN JENDRAL SUDIRMAN"
SUMATERA BARAT,"Rumah sakit","RSKIA PERMATA HATI","JALAN RAWANG, PAINAN UTARA"
SUMATERA BARAT,"Rumah sakit","xRSKIA PERMATA HATI","Jalan Rawang"
SUMATERA BARAT,"Rumah sakit","RUMKIT TK. IV SOLOK","JL. PROKLAMASI NO. 3"
SUMATERA BARAT,"Rumah sakit","RSKIA  HARYANDA","PERUMAHAN PONDOK MAHLIGAI INDAH , TANAH BADANTUNG. NAGARI. SIJUNJUNG. KEC. SIJUNJUNG. KAB. SIJUNJUNG"
SUMATERA BARAT,"Rumah sakit","RSB FADHILA (IGD)","jl. Baringin No. 05"
SUMATERA BARAT,"Rumah sakit","Harapan Ibunda (IGD)","Jl. Imam Bonjol No. 3B"
SUMATERA BARAT,"Rumah sakit","RSIA SAYANG IBU (IGD)","Jl. Hamka No. 273"
SUMATERA BARAT,"Rumah sakit","RSIA SAYANG IBU ","Jl. Hamka No.273"
SUMATERA BARAT,"Rumah sakit","RSIA SAYANG IBU ","Jl. Hamka No. 273"
SUMATERA BARAT,"Rumah sakit","RSIA Fadhila Batusangkar","JL. BARINGIN NO. 5"
SUMATERA BARAT,"Rumah sakit","RSU Harapan Ibunda","JLN. IMAM BONJOL NO. 3B DOBOK"
SUMATERA BARAT,"Rumah sakit","RSUD PADANG PARIAMAN","JL. RAYA PDG - BKT KM 42"
SUMATERA BARAT,"Rumah sakit","RS PARU SUMATERA BARAT "," JLN.DR.M.DJAMIL NO.110"
SUMATERA BARAT,"Rumah sakit","RSIA Rizki Bunda","JL.GAJAH MADA NO.435A"
SUMATERA BARAT,"Rumah sakit","RSB HARAPAN BUNDA","JL. RAYA TANJUNG PATI KM 9"
